Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Dewpoint Temperature [C](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),PHIUSMELS:Electric Equipment Electricity Energy [J](Hourly),FRIDGE:Electric Equipment Electricity Energy [J](Hourly),RANGE:Electric Equipment Electricity Energy [J](Hourly),CLOTHESDRYER:Electric Equipment Electricity Energy [J](Hourly),CLOTHESWASHER:Electric Equipment Electricity Energy [J](Hourly),DISHWASHER:Electric Equipment Electricity Energy [J](Hourly),SIZINGSENSIBLE:Electric Equipment Electricity Energy [J](Hourly),SIZINGLATENT:Electric Equipment Electricity Energy [J](Hourly),ZONE 1:Zone Mean Air Dewpoint Temperature [C](Hourly),ZONE 1:Zone Ventilation Mass Flow Rate [kg/s](Hourly),ZONE 1:Zone Air Temperature [C](Hourly),ZONE 1:Zone Air Relative Humidity [%](Hourly),ZONE 1:Zone Air CO2 Concentration [ppm](Hourly),Whole Building:Facility Total Purchased Electricity Energy [J](Hourly),Whole Building:Facility Total Surplus Electricity Energy [J](Hourly),ZONE OCCUPANTS:Zone Thermal Comfort Pierce Model Standard Effective Temperature [C](Hourly),ZONE 1:Zone Heat Index [C](Hourly),PHIUS_LIGHTING:Schedule Value [](Hourly),PHIUS_MELS:Schedule Value [](Hourly),COMBINEDDHWSCHEDULE:Schedule Value [](Hourly),BARANGESCHEDULE:Schedule Value [](Hourly),BACLOTHESDRYERSCHEDULE:Schedule Value [](Hourly),BACLOTHESWASHERSCHEDULE:Schedule Value [](Hourly),BADISHWASHERSCHEDULE:Schedule Value [](Hourly),OCCUPANTSCHEDULE:Schedule Value [](Hourly),OCCUPANT_ACTIVITY_SCHEDULE:Schedule Value [](Hourly),OCCUPANT_EFF_SCHEDULE:Schedule Value [](Hourly),OCCUPANT_CLOTHING_SCHEDULE:Schedule Value [](Hourly),CO2_SCHEDULE:Schedule Value [](Hourly),MECHAVAILABLE:Schedule Value [](Hourly),OUTAGECOOLING:Schedule Value [](Hourly),DEMAND CONTROL COOLING:Schedule Value [](Hourly),SHADINGAVAILABLE:Schedule Value [](Hourly),SIZINGLOADS:Schedule Value [](Hourly),WINDOWFRACTION2:Schedule Value [](Hourly),HVAC_ALWAYS_4:Schedule Value [](Hourly),PHIUS_68F:Schedule Value [](Hourly),PHIUS_77F:Schedule Value [](Hourly),DHW_122F:Schedule Value [](Hourly),HUMIDITY_SETPOINT:Schedule Value [](Hourly),AIRVELOCITYSCH:Schedule Value [](Hourly),ALWAYS_ON:Schedule Value [](Hourly),ALWAYS OFF:Schedule Value [](Hourly),ERVAVAILABLE:Schedule Value [](Hourly),PHIUSEXTLIGHT:Exterior Lights Electricity Energy [J](Hourly) 
 04/11  08:00:00,5.4624999999999999,-6.1,40.875,1008583.890410959,147945.20547945205,185582.46575342469,256508.09702550696,77326.02739726028,45645.54764192418,0.0,0.0,-4.60472366551999,0.0,19.832404129566468,17.95406160529574,654.6259422326383,2601484.5022344526,0.0,22.176375085351194,18.340000595550284,0.05,0.05,0.079,0.042,0.032,0.049,0.031,1.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0 
 04/11  09:00:00,7.1625,-6.475,35.25,443776.91178082188,147945.20547945205,203256.98630136989,384762.1455382604,115199.99999999999,85401.34720101946,0.0,0.0,-4.35656283240315,0.0,19.846858398941007,18.320084670765714,654.3613958946368,1907683.7210918673,0.0,22.39389599038121,18.365457560793986,0.022,0.022,0.076,0.046,0.048,0.073,0.058,0.9,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0 
 04/11  10:00:00,9.175,-6.324999999999999,31.125,302575.1671232877,147945.20547945205,212094.2465753425,545079.7061792023,135715.06849315068,95708.40634597007,0.0,0.0,-4.562034736359558,0.0,19.86319206360485,17.984696414814754,628.966497437601,1851388.54760536,0.0,22.662408864745659,18.374667231907723,0.015,0.015,0.067,0.048,0.068,0.086,0.065,0.4,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0 
 04/11  11:00:00,11.0625,-6.7875,26.25,302575.1671232877,147945.20547945205,185582.46575342469,625238.4864996732,132558.90410958904,82456.47315960497,0.0,0.0,-5.021278671027417,0.0,19.87633078008548,17.281732553644689,585.3045969766067,1861045.8651296525,0.0,22.941813946272448,18.370764652550308,0.015,0.015,0.061,0.042,0.078,0.084,0.056,0.25,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0 
 04/11  12:00:00,12.3875,-7.575,22.125,302575.1671232877,147945.20547945205,220931.5068493151,649286.1205958144,118356.16438356163,70676.97699394713,0.0,0.0,-5.868112919745101,0.0,19.8874700799584,16.059832044548789,555.7936756681813,1882111.97903428,0.0,23.022177867410549,18.351112702450796,0.015,0.015,0.048,0.05,0.081,0.075,0.048,0.25,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0 
 04/11  13:00:00,12.8,-7.425,21.625,302575.1671232877,147945.20547945205,251861.91780821919,593174.9743714848,105731.50684931508,60369.9178489965,0.0,0.0,-6.342678448458331,0.0,19.899586279496579,15.40243097669913,547.3086898940283,1819078.0964257369,0.0,23.139702911472548,18.347275049615605,0.015,0.015,0.042,0.057,0.074,0.067,0.041,0.25,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0 
 04/11  14:00:00,13.1125,-7.2,22.0,302575.1671232877,147945.20547945205,203256.98630136989,537063.8281471551,94684.93150684932,67732.10295253266,0.0,0.0,-6.330710593626697,0.0,19.917514246675276,15.401126193589244,545.3964114303542,1703451.8826242616,0.0,23.215526103871725,18.366961744175418,0.015,0.015,0.037,0.046,0.067,0.06,0.046,0.25,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0 
 04/11  15:00:00,13.675,-6.512499999999999,22.625,524463.6230136986,147945.20547945205,251861.91780821919,456905.04782668428,77326.02739726028,53007.732745460344,0.0,0.0,-6.023249084200506,0.0,20.282507358924005,15.461661890365165,546.7587592780265,1984368.3468423165,0.0,23.496578576023216,18.77003482195372,0.026,0.026,0.037,0.057,0.057,0.049,0.036,0.25,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0 
 04/11  16:00:00,14.9625,-5.0375,23.625,302575.1671232877,147945.20547945205,194419.7260273973,488968.5599548726,82060.27397260274,55952.60678687481,0.0,0.0,-5.3233325403188849,0.0,20.83100489006251,15.874602526818898,548.7097104310792,1618370.098788729,0.0,23.904294190096758,19.38416444504681,0.015,0.015,0.033,0.044,0.061,0.052,0.038,0.25,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0 
 04/11  17:00:00,14.5375,-4.0875,26.5,1129613.9572602739,147945.20547945205,406513.97260273978,440873.29176259008,78904.10958904111,55952.60678687481,0.0,0.0,-4.230510805420368,0.0,21.38226033410472,16.848795998345,547.9497883150798,3078517.1717533527,0.0,24.30698053337501,20.015982707471986,0.056,0.056,0.044,0.092,0.055,0.05,0.038,0.25,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0 
 04/11  18:00:00,13.212500000000003,-3.9,29.25,1573390.869041096,147945.20547945205,662794.5205479453,432857.413730543,77326.02739726028,72149.41401465435,0.0,0.0,-3.152390191238315,0.0,21.617539610726508,18.195039224390489,561.5852556197675,4039066.5168989684,0.0,24.49851850311375,20.309941818213799,0.078,0.078,0.058,0.15,0.054,0.049,0.049,0.55,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0 
 04/11  19:00:00,10.3625,-3.9,35.625,2118026.1698630137,147945.20547945205,516979.7260273974,408809.77963440169,77326.02739726028,128102.02080152915,0.0,0.0,-2.2504306370104345,0.0,21.237983849154945,20.094852761486047,601.9230050253437,4780830.431278093,0.0,24.228387137202437,19.942036722842574,0.105,0.105,0.069,0.117,0.051,0.049,0.087,0.9,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0 
 04/11  20:00:00,7.15,-4.2125,42.75,2541631.4038356167,147945.20547945205,265117.8082191781,408809.77963440169,77326.02739726028,163440.50929850274,0.0,0.0,-1.9041340074363776,0.0,20.387088543205125,21.788677738187208,635.9926304767821,5233067.212573334,0.0,23.647408014947357,19.05027953846719,0.126,0.126,0.065,0.06,0.051,0.049,0.111,0.9,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,3600.0 
 04/11  21:00:00,5.4125,-4.4,46.875,2581974.7594520549,147945.20547945205,154652.05479452059,416825.6576664488,77326.02739726028,132519.33186365086,0.0,0.0,-2.1769603005684918,0.0,19.80225602825252,22.08036579039001,647.3579283799855,5176445.350384997,0.0,23.10982193976406,18.414580071160179,0.128,0.128,0.059,0.035,0.052,0.049,0.09,0.9,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,3600.0 
 04/11  22:00:00,4.3125,-4.0875,52.375,1775107.6471232875,147945.20547945205,110465.75342465755,432857.413730543,74169.86301369863,98653.28038738453,0.0,0.0,-2.3251645168389505,0.0,19.783631912667688,21.832758705620838,655.6259330429227,3883438.067211423,0.0,22.817241113326199,18.387628247914564,0.088,0.088,0.048,0.025,0.054,0.047,0.067,1.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,3600.0 
 04/11  23:00:00,3.2124999999999996,-4.2125,56.25,988412.2126027398,147945.20547945205,70698.08219178082,352698.63341007209,50498.6301369863,64787.22891111819,0.0,0.0,-2.2815152069795818,0.0,19.764331053906255,21.938990566291559,660.8887636288368,2504986.9565047638,0.0,22.591027035519045,18.36917113519449,0.049,0.049,0.042,0.016,0.044,0.032,0.044,1.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,3600.0 
 04/11  24:00:00,1.4249999999999999,-5.1499999999999999,58.875,403433.55616438356,147945.20547945205,48604.93150684932,192381.0727691302,26827.397260273974,45645.54764192418,0.0,0.0,-2.5934053402152155,0.0,19.765531511921588,21.372621654407273,660.7416881084989,1398526.3550237616,0.0,22.413790102625506,18.355703117423276,0.02,0.02,0.023,0.011,0.024,0.017,0.031,1.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,3600.0 
 04/12  01:00:00,-0.15,-5.9125,61.875,161373.42246575343,147945.20547945205,30930.41095890411,80158.78032047092,14202.739726027396,22086.555310608474,0.0,0.0,-3.227910917232115,0.0,19.756245985184017,20.273651919389143,657.1964476101218,883236.9205830183,0.0,22.260803421307317,18.316793717153144,0.008,0.008,0.006,0.007,0.01,0.009,0.015,1.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,3600.0 
 04/12  02:00:00,0.4625000000000001,-5.4125,61.75,161373.42246575343,147945.20547945205,30930.41095890411,48095.26819228255,11046.575342465752,10307.059144950621,0.0,0.0,-3.612412928272646,0.0,19.769750540451839,19.607384566133605,654.4431765606151,845785.959501461,0.0,22.164302538364937,18.314251747057179,0.008,0.008,0.003,0.007,0.006,0.007,0.007,1.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,3600.0 
 04/12  03:00:00,-0.275,-5.375,65.375,161373.42246575343,147945.20547945205,17674.520547945205,32063.51212818837,6312.328767123287,7362.18510353616,0.0,0.0,-3.593410033510662,0.0,19.765472446649,19.644151686837266,653.9352652531263,821987.921251832,0.0,22.10172038241988,18.31050587424798,0.008,0.008,0.001,0.004,0.004,0.004,0.005,1.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,3600.0 
 04/12  04:00:00,-0.7875000000000001,-5.225,68.625,161373.42246575343,147945.20547945205,17674.520547945205,16031.756064094185,6312.328767123287,4417.311062121696,0.0,0.0,-3.702953902094979,0.0,19.76143799194482,19.467743861249919,651.3693208013586,814178.7727748598,0.0,22.047331451028563,18.30146176973861,0.008,0.008,0.001,0.004,0.002,0.004,0.003,1.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,3600.0 
 04/12  05:00:00,-1.6,-5.375,72.75,484120.26739726038,147945.20547945205,30930.41095890411,32063.51212818837,11046.575342465752,4417.311062121696,0.0,0.0,-3.6836971818636989,0.0,19.75462108648144,19.507787595298397,648.6267614062789,1364517.85538401,0.0,22.00246874650616,18.295008760117939,0.024,0.024,0.003,0.007,0.004,0.007,0.003,1.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,3600.0 
 04/12  06:00:00,-1.8875000000000002,-5.6,73.125,1008583.890410959,147945.20547945205,48604.93150684932,48095.26819228255,17358.90410958904,14724.37020707232,0.0,0.0,-3.8351492219421949,0.0,19.75235655526475,19.26194005071593,644.6307392614565,2237315.7147185138,0.0,21.981991309560216,18.28609842322659,0.05,0.05,0.022,0.011,0.006,0.011,0.01,1.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,2700.0 
 04/12  07:00:00,1.4249999999999999,-3.8499999999999998,66.375,1129613.9572602739,147945.20547945205,110465.75342465755,128254.04851275348,34717.80821917808,29448.74041414464,0.0,0.0,-3.446678913456707,0.0,19.785258343226027,19.870201075194868,646.2977950171638,2548008.4892179269,0.0,22.184143778329675,18.33817276117871,0.056,0.056,0.075,0.025,0.016,0.022,0.02,1.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0 
 04/12  08:00:00,5.7375,-2.8,53.625,1008583.890410959,147945.20547945205,185582.46575342469,256508.09702550696,77326.02739726028,45645.54764192418,0.0,0.0,-2.2691892230177697,0.0,19.82711401200998,21.881653251825246,658.2831392796018,2556913.4600053608,0.0,22.527945884396027,18.436735248119754,0.05,0.05,0.079,0.042,0.032,0.049,0.031,1.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0 
 04/12  09:00:00,8.95,-2.8,42.375,443776.91178082188,147945.20547945205,203256.98630136989,384762.1455382604,115199.99999999999,85401.34720101946,0.0,0.0,-1.5735471025738018,0.0,19.85787569334311,23.141778540707429,668.423957527049,1847417.0822171516,0.0,22.883764742515358,18.503476369018114,0.022,0.022,0.076,0.046,0.048,0.073,0.058,0.9,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0 
 04/12  10:00:00,12.0625,-2.1125,36.5,302575.1671232877,147945.20547945205,212094.2465753425,545079.7061792023,135715.06849315068,95708.40634597007,0.0,0.0,-1.317017793631364,0.0,19.931229712495605,23.532995029547317,649.9901592213613,1790988.0738964719,0.0,23.2242785225346,18.59438088729445,0.015,0.015,0.067,0.048,0.068,0.086,0.065,0.4,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0 
 04/12  11:00:00,15.050000000000003,-2.3874999999999999,29.375,302575.1671232877,147945.20547945205,185582.46575342469,625238.4864996732,132558.90410958904,82456.47315960497,0.0,0.0,-1.2341173187824204,0.0,20.404366108200298,23.0147948567989,605.8251715949771,1822515.450500005,0.0,23.640808324299287,19.10130014028119,0.015,0.015,0.061,0.042,0.078,0.084,0.056,0.25,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0 
 04/12  12:00:00,16.474999999999999,-3.1125,24.75,302575.1671232877,147945.20547945205,220931.5068493151,649286.1205958144,118356.16438356163,70676.97699394713,0.0,0.0,-1.735358864254051,0.0,20.723929692031708,21.643818493874546,572.7960797212952,1856695.1208332645,0.0,23.83977215668694,19.417022366352716,0.015,0.015,0.048,0.05,0.081,0.075,0.048,0.25,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0 
 04/12  13:00:00,18.074999999999997,-3.675,21.5,302575.1671232877,147945.20547945205,251861.91780821919,593174.9743714848,105731.50684931508,60369.9178489965,0.0,0.0,-2.144320852809376,0.0,21.244051101763739,20.260167307664969,561.9238660605502,1807364.4504085473,0.0,24.196618098342364,19.953027247195814,0.015,0.015,0.042,0.057,0.074,0.067,0.041,0.25,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0 
 04/12  14:00:00,18.525000000000003,-4.2125,20.0,302575.1671232877,147945.20547945205,203256.98630136989,537063.8281471551,94684.93150684932,67732.10295253266,0.0,0.0,-2.653169316116449,0.0,21.661977309145255,18.921987744802168,553.8337623183672,1699534.872315784,0.0,24.530535348727299,20.377804720062949,0.015,0.015,0.037,0.046,0.067,0.06,0.046,0.25,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0 
 04/12  15:00:00,18.675,-4.4,19.375,524463.6230136986,147945.20547945205,251861.91780821919,456905.04782668428,77326.02739726028,53007.732745460344,0.0,0.0,-3.1087700028260367,0.0,21.91626747813334,17.928552759748759,548.8062688162077,1985315.4743083548,0.0,24.712384588202906,20.631584214673454,0.026,0.026,0.037,0.057,0.057,0.049,0.036,0.25,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0 
 04/12  16:00:00,18.9,-4.0875,19.625,302575.1671232877,147945.20547945205,194419.7260273973,488968.5599548726,82060.27397260274,55952.60678687481,0.0,0.0,-3.2497446431733785,0.0,22.113647282676135,17.503485053378907,549.2057930714609,1619265.3636795025,0.0,24.879331853135409,20.83760300955975,0.015,0.015,0.033,0.044,0.061,0.052,0.038,0.25,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0 
 04/12  17:00:00,17.8375,-3.5249999999999996,22.5,1129613.9572602739,147945.20547945205,406513.97260273978,440873.29176259008,78904.10958904111,55952.60678687481,0.0,0.0,-2.9964105761339177,0.0,22.26835765465121,17.71490030084922,546.3808643334578,3079083.8267815767,0.0,24.989316618580057,21.013304705749616,0.056,0.056,0.044,0.092,0.055,0.05,0.038,0.25,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0 
 04/12  18:00:00,16.8875,-2.6125,25.875,1573390.869041096,147945.20547945205,662794.5205479453,432857.413730543,77326.02739726028,72149.41401465435,0.0,0.0,-2.1194123484899518,0.0,22.513896527417626,18.788319520226126,559.0253751707885,4039071.5050263537,0.0,25.142224369642883,21.31142563429863,0.078,0.078,0.058,0.15,0.054,0.049,0.049,0.55,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0 
 04/12  19:00:00,15.262500000000001,-2.8875,27.625,2118026.1698630137,147945.20547945205,516979.7260273974,408809.77963440169,77326.02739726028,128102.02080152915,0.0,0.0,-1.0748879347242542,0.0,22.45936090777829,20.565706689810285,604.1791026802041,4780820.992906444,0.0,25.050812758239745,21.297846006567839,0.105,0.105,0.069,0.117,0.051,0.049,0.087,0.9,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0 
 04/12  20:00:00,13.712500000000003,-1.2375,35.5,2541631.4038356167,147945.20547945205,265117.8082191781,408809.77963440169,77326.02739726028,163440.50929850274,0.0,0.0,-0.4068386611104038,0.0,21.93907461890303,22.442492292760656,641.1087244024583,5233067.212573334,0.0,24.719617790145315,20.774536046215425,0.126,0.126,0.065,0.06,0.051,0.049,0.111,0.9,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,3600.0 
 04/12  21:00:00,9.4875,-0.6875,49.375,2581974.7594520549,147945.20547945205,154652.05479452059,416825.6576664488,77326.02739726028,132519.33186365086,0.0,0.0,0.29323919640580167,0.0,20.786362113807905,25.44925597930946,635.5497960179679,5163043.262122769,0.0,24.108400848374413,19.585042074384878,0.128,0.128,0.059,0.035,0.052,0.049,0.09,0.9,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,3600.0 
 04/12  22:00:00,5.825,-1.1,60.625,1775107.6471232875,147945.20547945205,110465.75342465755,432857.413730543,74169.86301369863,98653.28038738453,0.0,0.0,0.29920908397614645,0.0,19.8420661666435,26.970031148367718,631.7863497507392,3834782.070998521,0.0,23.43374181103047,18.586045818848569,0.088,0.088,0.048,0.025,0.054,0.047,0.067,1.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,3600.0 
 04/12  23:00:00,3.9375,-1.7875000000000004,65.25,988412.2126027398,147945.20547945205,70698.08219178082,352698.63341007209,50498.6301369863,64787.22891111819,0.0,0.0,0.2213905760876716,0.0,19.780133150010025,26.921944778868185,652.0256601304402,2462610.802508223,0.0,23.08569719172586,18.516663912014807,0.049,0.049,0.042,0.016,0.044,0.032,0.044,1.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,3600.0 
 04/12  24:00:00,1.6124999999999999,-2.5749999999999999,72.25,403433.55616438356,147945.20547945205,48604.93150684932,192381.0727691302,26827.397260273974,45645.54764192418,0.0,0.0,-0.304412144111872,0.0,19.736933005298338,25.904330855574206,657.754020187451,1363814.5946467198,0.0,22.781184612225318,18.44257272261261,0.02,0.02,0.023,0.011,0.024,0.017,0.031,1.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,3600.0 
 04/13  01:00:00,-0.15,-3.1125,78.5,161373.42246575343,147945.20547945205,30930.41095890411,80158.78032047092,14202.739726027396,22086.555310608474,0.0,0.0,-0.8924664340750144,0.0,19.73017021958057,24.685224840000737,655.695499676272,855050.8396163783,0.0,22.532940060726074,18.403301445694205,0.008,0.008,0.006,0.007,0.01,0.009,0.015,1.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,3600.0 
 04/13  02:00:00,-0.225,-2.9875,79.375,161373.42246575343,147945.20547945205,30930.41095890411,48095.26819228255,11046.575342465752,10307.059144950621,0.0,0.0,-1.3188425266378366,0.0,19.750945961503729,23.7942966117483,652.5153081812741,830584.3189850325,0.0,22.36242839729656,18.40289163584975,0.008,0.008,0.003,0.007,0.006,0.007,0.007,1.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,3600.0 
 04/13  03:00:00,0.375,-2.1125,81.5,161373.42246575343,147945.20547945205,17674.520547945205,32063.51212818837,6312.328767123287,7362.18510353616,0.0,0.0,-1.269982889767912,0.0,19.76704721510862,23.86756227569731,651.787116695281,802129.656132384,0.0,22.271783636787196,18.422516062707133,0.008,0.008,0.001,0.004,0.004,0.004,0.005,1.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,3600.0 
 04/13  04:00:00,-0.15,-2.3874999999999999,83.0,161373.42246575343,147945.20547945205,17674.520547945205,16031.756064094185,6312.328767123287,4417.311062121696,0.0,0.0,-1.0491596692618029,0.0,19.765089734417886,24.311749940590997,651.8653031720339,795501.5750672924,0.0,22.216699968669976,18.43196106741955,0.008,0.008,0.001,0.004,0.002,0.004,0.003,1.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,3600.0 
 04/13  05:00:00,0.15,-2.425,81.125,484120.26739726038,147945.20547945205,30930.41095890411,32063.51212818837,11046.575342465752,4417.311062121696,0.0,0.0,-1.13608216270415,0.0,19.77031618567308,24.129083478684394,649.8818019748877,1336565.1376642725,0.0,22.180663793662306,18.43294053951715,0.024,0.024,0.003,0.007,0.004,0.007,0.003,1.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,3600.0 
 04/13  06:00:00,0.6,-2.5749999999999999,77.5,1008583.890410959,147945.20547945205,48604.93150684932,48095.26819228255,17358.90410958904,14724.37020707232,0.0,0.0,-1.0895799796506279,0.0,19.776002411402897,24.213889088120575,651.024682574382,2198704.865617278,0.0,22.18102521254083,18.441409756510777,0.05,0.05,0.022,0.011,0.006,0.011,0.01,1.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,2700.0 
 04/13  07:00:00,1.475,-2.3,74.125,1129613.9572602739,147945.20547945205,110465.75342465755,128254.04851275348,34717.80821917808,29448.74041414464,0.0,0.0,-1.077036721212114,0.0,19.784574416779756,24.22638219714167,653.8546320919949,2544896.238403181,0.0,22.23247011359982,18.451165171383093,0.056,0.056,0.075,0.025,0.016,0.022,0.02,1.0,120.0,0.0,1.0,500.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20.0,25.0,50.0,60.0,0.16,1.0,0.0,1.0,0.0 
